title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget,Opening weekend USA,gross,Cumulate Worldwide Gross,runtime,sound Mix,Color,Aspect Ratio
Canim Kardesim,8.7,xxx,8.863,Drama,Ertem Egilmez,Sadik Sendil,1h 32min,March 1973 ,Turkey,Arzu Film,9,Two poor men try to find a television as a last wish for the terminally ill brother of one of them.,xxx,xxx,xxx,xxx,92 min,xxx,xxx,xxx
Kibar Feyzo,8.7,xxx,15.176,Comedy; Romance,Atif Yilmaz,Ihsan Yüce,1h 23min,November 19,8 (Turkey,Arzu Film,8,"A feudal village in Southeastern Turkey in 1970's. A poor peasant, Feyzo returns from military service dreaming about getting married to Gülo, the love of his life. However, he has to face many obstacles. According to tradition, a man has to pay a lot of money to the bride's father in order to get the bride's hand. While Feyzo is trying to deal with the greed of Gulo's father who is asking for an astronomical amount of money, he has to also convince his mother, who wants to buy an ox instead of a bride. Feyzo overcomes all these difficulties, but he gets kicked out of the village on his wedding day by the landlord, Maho Aga, who is eager to protect his status against any threat. However, Feyzo goes to the big city on exile only to bring back more problems for Maho.",xxx,xxx,xxx,xxx,83 min,xxx,xxx,xxx
Hababam Sinifi Tatilde,8.7,xxx,16.902,Adventure; Come,Ertem Egilmez,Rifat Ilgaz,1h 37min,February 19,7 (Turkey,IMDbPro,1,Hababam Sinifi (The Chaos Class) continue to their adventures. Now first female students of the school history joins to the class and all Hababam Sinifi fight each other for them at first but later they understand that female students are trouble as much as Hababam Sinifi and played with them so they decide to fight against that girls.,xxx,xxx,xxx,xxx,97 min,xxx,xxx,xxx
Manichitrathazhu,8.7,xxx,9.113,Comedy; Horror;,Fazil,Madhu Muttam,2h 49min,24 December,1993 (India,Swargachitra,45,"Renowned Psychiatrist Dr. Sunny Joseph lives in America. He decides to travel to a town in India after he gets a distress call from his friend, who belongs to a very noble and wealthy family, to counsel and treat a female family member, who he suspects is responsible for a variety of incidents. Sunny accepts this assignment not realizing that there is another side to this tale, namely a vengeful spirit, who may not respond to his methods, and he may end up endangering everyone's lives.",xxx,xxx,xxx,xxx,169 min,xxx,xxx,xxx
Zügürt Aga,8.7,xxx,14.175,Comedy; Drama,Nesli Çölgeçen,Yavuz Turgul,1h 41min,29 June 198, (Hungary,Mine Film,4,"The landowner (Agha) of the Haraptar village marries off his old father with the young and beautiful Kiraz. But on the nuptial night, his father dies and everything starts to go bad for the Agha. Due to the long drought and provocations of Kekec Salman (big brother of Kiraz), the peasants steal the crops and run away to Istanbul. Without the peasants and crops, Agha is also forced to sell the village and move to Istanbul. But he cannot keep up with the big city life and consumes all his money and belongings. Agha's wife and relatives leave him during this downfall. Only Kiraz stays with him at the end and they make a fresh start via the best thing that Agha can make: raw meatballs .",xxx,xxx,xxx,xxx,101 min,xxx,xxx,xxx
Lajanje na zvezde,8.7,xxx,6.882,Comedy; Romance,Zdravko Sotra,Zdravko Sotra,1h 35min,1 June 1998,(Federal Republic of Yugoslavia,IMDbPro,4,Comedy about teachers and students at a high school in a small provincial town. Mihailo tries to win the heart of a girl his brother is also chasing.,xxx,xxx,xxx,xxx,95 min,xxx,xxx,xxx
Le Seigneur des anneaux : Les Deux Tours,8.7,87,1.509.824,Action; Adventu,Peter Jackson,J.R.R. Tolkien,2h 59min,18 December,2002 (France,Mount Sunday; Canterbury; South Island; New Zealand,2608,"The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas, and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell.",xxx,xxx,xxx,xxx,179 min,"DTS-ES
| Dolby Digital EX
| SDDS
| Dolby Atmos",Color,2.39 : 1
Matrix,8.7,73,1.706.990,Action; Sci-Fi,Lana Wachowski,Lilly Wachowski,2h 16min,23 June 199, (France,AON Tower; Kent Street; Sydney; New South Wales; Australia,4462,"Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. As a rebel against the machines, Neo must confront the agents: super-powerful computer programs devoted to stopping Neo and the entire human rebellion.",xxx,xxx,xxx,xxx,136 min,"DTS
(Digital DTS Sound)| Dolby Digital
| SDDS
| Dolby Atmos",Color,2.39 : 1
"Joli village, jolie flamme",8.7,xxx,15.032,Comedy; Drama;,Srdjan Dragojevic,Vanja Bulic,1h 55min,3 December ,997 (France,xxx,50,"At the Belgrade army hospital, casualties of Bosnian civil war are treated. In the hospital they remember their youth and the war. Two young boys, Halil, a Muslim, and Milan, a Serb, have grown up together near a deserted tunnel linking the Yugoslav cities of Belgrade and Zagreb. They never dare go inside, as they believe an ogre resides there. Twelve years later, during the Bosnian civil war, Milan, who is trapped in the tunnel with his troop, and Halil, find themselves on opposing sides, fatefully heading toward confrontation.",xxx,xxx,xxx,xxx,115 min,io: 1.85 : 1,xxx,xxx
Thevar Magan,8.7,xxx,5.767,Drama,Bharathan,Kamal Haasan,2h 25min,25 October ,992 (India,IMDbPro,21,"Set against the backdrop of the feudal Madurai district, controlled by big landlords who employ their own gangs and often indulge in expensive feuds with their neighbours. The star explained that this environment was part of his childhood experience. He plays Shaktivelu, the modern son of Peria-thevar (Ganesan), who returns to his ancestral home to introduce his girlfriend (Gauthami) to his family. Unwittingly, he is forced to become involved in the bloody feuds between different members of the clan led by Mayathevar (Nasser), and when his father dies he assumes the godfather's mantle. The rival family is eventually annihilated in a gory ending. However, how will Shakti's love and personal life pan out?",xxx,xxx,xxx,xxx,145 min,xxx,xxx,xxx
Les affranchis,8.7,90,1.040.584,Biography; Crim,Martin Scorsese,Nicholas Pileggi,2h 26min,12 Septembe, 1990 (France,19 Alfred Lane; New Rochelle; New York; USA,1425,"Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?",xxx,xxx,xxx,xxx,146 min,Dolby SR,"Color
(Technicolor)",1.85 : 1
L'Empire contre-attaque,8.7,82,1.176.888,Action; Adventu,Irvin Kershner,Leigh Brackett,2h 4min,20 August 1,80 (France,San Francisco Armory; 1800 Mission Street; San Francisco; California; USA,1304,"Luke Skywalker, Han Solo, Princess Leia and Chewbacca face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi Master's help will Luke survive when the Dark Side of the Force beckons him into the ultimate duel with Darth Vader.",xxx,xxx,xxx,xxx,124 min,"70 mm 6-Track
(70 mm prints)| Dolby Stereo
(35 mm prints)| Dolby Digital EX
(DVD)| DTS-ES
(6.1 channels) (Blu-ray)| Dolby Atmos",Color,2.20 : 1
Vol au-dessus d'un nid de coucou,8.7,84,931.945,Drama,Milos Forman,Lawrence Hauben,2h 13min,1 March 197, (France,xxx,1050,"McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse.",xxx,xxx,xxx,xxx,133 min,io: 1.85 : 1,xxx,xxx
Le Témoin,8.7,xxx,6.358,Drama; Comedy,Péter Bacsó,Péter Bacsó,1h 45min,6 June 1979,(Hungary,MAFILM 1. Játékfilmstúdió,10,"Banned for over a decade for its outspoken criticism of the post-WWII communist regime in Hungary, Péter Bacsó's 'The Witness' has since then achieved unparalleled cult status in its native land. Known as the best satire about communism, 'The Witness' has become a cult classic, which was also well received by critics and general audiences alike when it was finally released outside of Hungary. Its candid and realistic portrayal of the incompetent communist regime has earned great acclaim for both the director and the film itself when it was shown at Cannes Film Festival in 1981. 'The Witness' takes place during the height of the Rákosi Era, which was closely modeled after the ruthless and brutal Stalin regime. The film follows the life of an ordinary dike keeper, József Pelikán, who has been caught for illegally slaughtering his pig, Dezsõ. Instead of doing hard time for his ""heinous"" crime, Pelikán is elevated into an important position, generally reserved for the communist elite. Of ...",xxx,xxx,xxx,xxx,105 min,xxx,xxx,xxx
Kumbalangi Nights,8.6,xxx,10.060,Comedy; Drama;,Madhu C. Narayanan,Syam Pushkaran,2h 15min,7 February ,019 (India,See more,160,"The film revolves around four brothers who share a love-hate relationship with each other. Franky's elder brothers, Saji, Bobby and Bony lead a messed up life with their downright arrogance, differences, and disagreements with each other. Each one deals with the struggle of his own. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love. Franky's wish for a beautiful home cuddles hope.",xxx,xxx,xxx,xxx,135 min,xxx,xxx,xxx
96,8.6,xxx,20.848,Drama; Romance,C. Prem Kumar,C. Prem Kumar,2h 38min,4 October 2,18 (France,xxx,437,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,xxx,xxx,xxx,xxx,158 min,xxx,xxx,xxx
Parasite,8.6,96,602.378,Comedy; Drama;,Bong Joon Ho,Bong Joon Ho,2h 12min,5 June 2019,(France,Goyang Aqua Studio - 250 Tongil-ro 396beon-gil; Deogyang-gu; Goyang; South Korea,3136,"The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park ...",xxx,xxx,xxx,xxx,132 min,Dolby Atmos,Color,2.39 : 1
Wheels,8.6,xxx,17.912,Drama,Tim Gagliardo,Donavon Warren,1h 55min,1 February ,017 (USA,See more,47,"""WHEELS"" is an Award Winning dark humored drama about MICKEY (Donavon Warren), a suicidal paraplegic who just can't kill himself no matter how hard he tries. During a cripple bar fight, he crosses paths with an explosive homeless junkie on wheels, DRAKE (Patrick Hume). Mickey offers him $500 to shoot him in the head, which he gladly accepts, and an unusual friendship is born. Armed only with their brotherly friendship they must survive the streets, heroin, cocaine, ""En Vogue"" prostitutes, and their painful pasts. WHEELS is the story of two broken people, grasping for a reason to live - or die.",xxx,xxx,xxx,xxx,115 min,xxx,xxx,xxx
Drishyam 2,8.6,xxx,23.517,Crime; Drama; T,Jeethu Joseph,Jeethu Joseph,2h 32min,19 February,2021 (France,See more,937,"Six years after the terrible event that almost destroyed his family, Georgekutty is the proud owner of a movie theater and aspiring to write and produce his own hit film. Yet his wife Rani is ill at ease. She worries about Georgekutty, who's taken out a loan and started drinking. She worries about her daughters; Anju suffers epileptic fits and cowers in fear at the sound of a passing police siren, and young Anu's growing independence takes her away from her mother's watchful eyes. Even more worrying, the neighbors have started to gossip and the police have remained relentless in unearthing George's darkest secret. When someone from the past returns to the village, can Georgekutty save his family a second time?",xxx,xxx,xxx,xxx,152 min,xxx,xxx,xxx
Soorarai Pottru,8.6,xxx,59.562,Drama,Sudha Kongara,Sudha Kongara,2h 33min,11 November,2020 (France,Madurai; Tamil Nadu; India,1617,"Inspired by the book 'Simply Fly', the film tells the story of Nedumaaran Rajangam known to friends as Maara, the son of a teacher, who sets out to make the common man fly and takes on the most capital intensive industry in the world with the help of his friends, family and sheer will power.",xxx,xxx,xxx,xxx,153 min,xxx,xxx,xxx
Interstellar,8.6,74,1.553.359,Adventure; Dram,Christopher Nolan,Jonathan Nolan,2h 49min,5 November ,014 (France,Okotoks; Alberta; Canada,4495,"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.",xxx,xxx,xxx,xxx,169 min,"Datasat
| Dolby Digital
| IMAX 6-Track
| Dolby Surround 7.1
| Sonics-DDP
(IMAX version)","Color
(FotoKem)",2.39 : 1
La Cité de Dieu,8.6,79,708.427,Crime; Drama,Fernando Meirelles,Paulo Lins,2h 10min,12 March 20,3 (France,Cidade de Deus; Rio de Janeiro; Rio de Janeiro; Brazil,1055,"Brazil, 1960s, City of God. The Tender Trio robs motels and gas trucks. Younger kids watch and learn well...too well. 1970s: Li'l Zé has prospered very well and owns the city. He causes violence and fear as he wipes out rival gangs without mercy. His best friend Bené is the only one to keep him on the good side of sanity. Rocket has watched these two gain power for years, and he wants no part of it. he keeps getting swept up in the madness. All he wants to do is take pictures. 1980s: Things are out of control between the last two remaining gangs...will it ever end? Welcome to the City of God.",xxx,xxx,xxx,xxx,130 min,"Dolby Digital
| SDDS",Color,1.85 : 1
O Auto da Compadecida,8.6,xxx,12.398,Comedy; Drama;,Guel Arraes,Guel Arraes,1h 44min,10 Septembe, 2000 (Brazil,Globo Filmes,32,"João Grilo and Chicó are two very poor and clever Brazilian Northeasterners who struggle for survival and trick people to get by. After meeting the wealthy Rosinha, both hope to finally strive in life, but their plans are interrupted by the arrival of an outlaw.",xxx,xxx,xxx,xxx,104 min,xxx,xxx,xxx
Selvi Boylum Al Yazmalim,8.6,xxx,15.023,Drama; Romance,Atif Yilmaz,Chingiz Aitmatov,1h 30min,November 19,8 (Turkey,xxx,10,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the hardships and have a quick happy marriage. However, after he helps a man one night, Ilyas' life changes forever and he leaves Asya and Samet, their son for another woman and doesn't come back. After that, Asya takes their son and go away without knowing where she is heading, until a familiar hand reaches her to help selflessly.",xxx,xxx,xxx,xxx,90 min,xxx,xxx,xxx
Çöpçüler Krali,8.6,xxx,18.896,Comedy; Romance,Zeki Ökten,Umur Bugay,1h 20min,1977 (Turke,,Cihangir; Istanbul; Turkey,3,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.",xxx,xxx,xxx,xxx,80 min,xxx,xxx,xxx
Le voyage de Chihiro,8.6,96,668.775,Animation; Adve,Hayao Miyazaki,Hayao Miyazaki,2h 5min,10 April 20,2 (France,xxx,1427,"Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse ...",xxx,xxx,xxx,xxx,125 min,or,Ratio: 1.85 : 1,xxx
Il faut sauver le soldat Ryan,8.6,91,1.259.903,Drama; War,Steven Spielberg,Robert Rodat,2h 49min,30 Septembe, 1998 (France,Calvados; France,2710,"Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother...",xxx,xxx,xxx,xxx,169 min,"DTS
| Dolby Digital
| SDDS
| Dolby Atmos","Color
(Technicolor)",1.85 : 1
